noise,n_experiments,parameter,name,estimate,true_value,relative_error,rms_normalized_error,seconds
1e-05,18,p7,"K_ads,3",22748.076324937545,17197.0,0.32279329679232105,0.08525456197443414,1486.033790588379
1e-05,18,p8,"K_ads,4",127390.26085171486,124119.0,0.026355842793729097,0.08525456197443414,1486.033790588379
1e-05,18,p9,Inhibition / adsorption,94269.82893038412,98084.0,-0.03888678142832556,0.08525456197443414,1486.033790588379
1e-06,18,p1,A1,565.4169955890258,15672.02,-0.9639218814429138,0.103568642232981,1462.0877957344055
1e-06,18,p2,E1,1207.8263439542422,3453.38,-0.650248063070313,0.103568642232981,1462.0877957344055
1e-06,18,p3,"K_ads,1",10.60430269303373,30.836,-0.6561064115633114,0.103568642232981,1462.0877957344055
1e-06,18,p4,"K_ads,2",170.3740800393294,558.532,-0.6949609332333162,0.103568642232981,1462.0877957344055
1e-06,18,p5,A2,0.2381622035255209,0.7439,-0.6798464800033326,0.103568642232981,1462.0877957344055
1e-06,18,p6,E2,41556.84207828383,40000.0,0.038921051957095734,0.103568642232981,1462.0877957344055
1e-06,18,p7,"K_ads,3",22494.507561121172,17197.0,0.30804835501082584,0.103568642232981,1462.0877957344055
1e-06,18,p8,"K_ads,4",123146.43818762583,124119.0,-0.007835720658192326,0.103568642232981,1462.0877957344055
1e-06,18,p9,Inhibition / adsorption,101905.08503202598,98084.0,0.038957271644977545,0.103568642232981,1462.0877957344055
1e-07,18,p1,A1,494.10496547782344,15672.02,-0.9684721583128516,0.11725717342096044,1473.7161540985107
1e-07,18,p2,E1,986.4747938421746,3453.38,-0.7143451361152915,0.11725717342096044,1473.7161540985107
1e-07,18,p3,"K_ads,1",9.650957875651478,30.836,-0.6870230290682489,0.11725717342096044,1473.7161540985107
1e-07,18,p4,"K_ads,2",179.90014936645633,558.532,-0.677905385248372,0.11725717342096044,1473.7161540985107
1e-07,18,p5,A2,0.23382958055133327,0.7439,-0.6856706808020792,0.11725717342096044,1473.7161540985107
1e-07,18,p6,E2,55980.096416538094,40000.0,0.39950241041345236,0.11725717342096044,1473.7161540985107
1e-07,18,p7,"K_ads,3",23292.315108672363,17197.0,0.35444060642393227,0.11725717342096044,1473.7161540985107
