noise,total_experiments_used,parameter,name,estimate,true_value,relative_error,rms_normalized_parameter_error,cumulative_information
1e-07,62,p5,A2,21.7125987,0.7439,28.18752345745396,0.37304060634369973,
1e-07,62,p6,E2,27911.8067,40000.0,-0.30220483249999996,0.37304060634369973,
1e-07,62,p7,"K_ads,3",23657.9116,17197.0,0.3756999244054195,0.37304060634369973,
1e-07,62,p8,"K_ads,4",25916.4093,124119.0,-0.7911970826384357,0.37304060634369973,
1e-07,62,p9,Inhibition / adsorption,26429.7408,98084.0,-0.7305397332898332,0.37304060634369973,
1e-07,64,p1,A1,0.115695081,15672.02,-0.999992617730133,0.5137588786971624,
1e-07,64,p2,E1,5.27346258,3453.38,-0.9984729561820593,0.5137588786971624,
1e-07,64,p3,"K_ads,1",0.107108648,30.836,-0.9965265064210662,0.5137588786971624,
1e-07,64,p4,"K_ads,2",0.1108378,558.532,-0.9998015551481383,0.5137588786971624,
1e-07,64,p5,A2,0.538856442,0.7439,-0.27563322758435266,0.5137588786971624,
1e-07,64,p6,E2,29525.8721,40000.0,-0.26185319749999997,0.5137588786971624,
1e-07,64,p7,"K_ads,3",15913.067,17197.0,-0.07466028958539285,0.5137588786971624,
1e-07,64,p8,"K_ads,4",13915.4012,124119.0,-0.8878866152643834,0.5137588786971624,
1e-07,64,p9,Inhibition / adsorption,39769.0923,98084.0,-0.5945404724521839,0.5137588786971624,
1e-07,66,p1,A1,70.9679787,15672.02,-0.9954716763569724,0.3823047082577297,
1e-07,66,p2,E1,5.24913649,3453.38,-0.9984800003214241,0.3823047082577297,
1e-07,66,p3,"K_ads,1",1.16877519,30.836,-0.9620970557141003,0.3823047082577297,
1e-07,66,p4,"K_ads,2",6.51433925,558.532,-0.9883366767705342,0.3823047082577297,
1e-07,66,p5,A2,15.3302293,0.7439,19.607916789891114,0.3823047082577297,
1e-07,66,p6,E2,26100.004,40000.0,-0.3474999,0.3823047082577297,
1e-07,66,p7,"K_ads,3",23904.109,17197.0,0.39001622375995815,0.3823047082577297,
1e-07,66,p8,"K_ads,4",25121.5274,124119.0,-0.7976012745832629,0.3823047082577297,
1e-07,66,p9,Inhibition / adsorption,25354.5995,98084.0,-0.7415011673667469,0.3823047082577297,
1e-07,68,p1,A1,70.7333029,15672.02,-0.995486650546643,0.3823910236480536,
1e-07,68,p2,E1,5.24553404,3453.38,-0.9984810434878293,0.3823910236480536,
1e-07,68,p3,"K_ads,1",1.16419664,30.836,-0.9622455363860423,0.3823910236480536,
1e-07,68,p4,"K_ads,2",6.51770409,558.532,-0.9883306523350497,0.3823910236480536,
1e-07,68,p5,A2,15.3675643,0.7439,19.658104987229464,0.3823910236480536,
1e-07,68,p6,E2,26093.3896,40000.0,-0.34766526000000003,0.3823910236480536,
1e-07,68,p7,"K_ads,3",23904.8427,17197.0,0.3900588881781707,0.3823910236480536,
1e-07,68,p8,"K_ads,4",25118.7884,124119.0,-0.7976233421152281,0.3823910236480536,
1e-07,68,p9,Inhibition / adsorption,25349.6591,98084.0,-0.741551536438155,0.3823910236480536,
1e-06,12,p1,A1,398.029447,15672.02,-0.9746025434500466,0.3510061649038405,
1e-06,12,p2,E1,7.40455369,3453.38,-0.9978558531959993,0.3510061649038405,
1e-06,12,p3,"K_ads,1",0.6091021,30.836,-0.9802470456609158,0.3510061649038405,
1e-06,12,p4,"K_ads,2",9.79477552,558.532,-0.9824633583751692,0.3510061649038405,
1e-06,12,p5,A2,7.04309124,0.7439,8.467793036698481,0.3510061649038405,
1e-06,12,p6,E2,28826.8824,40000.0,-0.27932794000000005,0.3510061649038405,
1e-06,12,p7,"K_ads,3",24402.2665,17197.0,0.41898392161423514,0.3510061649038405,
1e-06,12,p8,"K_ads,4",27371.5325,124119.0,-0.7794734690095795,0.3510061649038405,
1e-06,12,p9,Inhibition / adsorption,27740.7664,98084.0,-0.7171733779209658,0.3510061649038405,
1e-06,14,p1,A1,0.115528422,15672.02,-0.9999926283643078,0.5109581630001554,
1e-06,14,p2,E1,5.22204353,3453.38,-0.9984878456671434,0.5109581630001554,
1e-06,14,p3,"K_ads,1",0.106954479,30.836,-0.9965315060643404,0.5109581630001554,
1e-06,14,p4,"K_ads,2",0.109503279,558.532,-0.999803944484828,0.5109581630001554,
1e-06,14,p5,A2,0.538438308,0.7439,-0.2761953111977416,0.5109581630001554,
1e-06,14,p6,E2,29412.0374,40000.0,-0.26469906499999996,0.5109581630001554,
1e-06,14,p7,"K_ads,3",15837.8451,17197.0,-0.07903441879397567,0.5109581630001554,
